Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
67,2008,Josh Morgan (FA),20,9,319,16.0,48,0,3,0,0,0,0,12,49.9,4.2,0.0%
98,2009,Josh Reed (FA),27,45,291,10.8,29,0,1,0,0,0,1,13,33.1,2.5,0.0%
73,2008,Josh Reed (FA),39,8,405,10.4,24,0,1,0,0,0,0,9,46.5,5.2,0.0%
71,2007,Josh Reed (FA),26,6,283,10.9,27,0,0,3,16,0,0,7,29.9,4.3,0.0%
73,2006,Josh Reed (FA),34,0,410,12.1,52,0,2,4,13,0,0,12,54.3,4.5,0.0%
70,2005,Josh Reed (FA),32,0,449,14.0,51,0,2,1,-3,0,0,16,56.6,3.5,0.0%
118,2004,Josh Reed (FA),16,36,153,9.6,20,0,0,2,-1,0,0,12,15.2,1.3,0.0%
61,2003,Josh Reed (FA),58,104,588,10.1,26,0,2,3,38,0,1,16,72.6,4.5,0.0%
68,2002,Josh Reed (FA),37,59,509,13.8,42,0,2,0,0,0,1,16,60.9,3.8,0.0%
88,2021,Josh Reynolds (DET),29,49,396,13.7,39,7,2,0,0,0,0,11,51.6,4.7,0.3%
65,2020,Josh Reynolds (DET),52,81,618,11.9,40,10,2,1,5,0,1,16,72.3,4.5,0.3%
93,2019,Josh Reynolds (DET),21,43,326,15.5,31,10,1,5,23,0,0,16,40.9,2.6,0.3%
71,2018,Josh Reynolds (DET),29,53,402,13.9,33,7,5,2,8,0,0,16,71.0,4.4,0.3%
129,2017,Josh Reynolds (DET),11,24,104,9.5,28,1,1,0,0,0,0,16,16.4,1.0,0.3%
75,2021,Joshua Palmer (LAC),33,49,353,10.7,36,4,4,1,6,0,0,15,59.9,4.0,27.3%
162,2009,Juaquin Iglesias (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
139,2021,JuJu Smith-Schuster (KC),15,28,129,8.6,24,1,0,3,9,1,0,5,19.8,4.0,95.4%
22,2020,JuJu Smith-Schuster (KC),97,128,831,8.6,31,14,9,0,0,0,1,16,137.1,8.6,95.4%
66,2019,JuJu Smith-Schuster (KC),42,70,552,13.1,76,14,3,0,0,0,1,12,71.2,5.9,95.4%
9,2018,JuJu Smith-Schuster (KC),111,166,"1,426",12.8,97,33,7,1,13,0,1,16,185.9,11.6,95.4%
18,2017,JuJu Smith-Schuster (KC),58,79,917,15.8,97,12,7,0,0,0,0,14,133.7,9.6,95.4%
109,2020,Julian Edelman (FA),21,39,315,15.0,49,6,0,2,22,0,0,6,35.2,5.9,12.1%
13,2019,Julian Edelman (FA),100,153,"1,117",11.2,44,19,6,8,27,0,1,16,156.3,9.8,12.1%
23,2018,Julian Edelman (FA),74,108,850,11.5,36,17,6,9,107,0,0,12,133.4,11.1,12.1%
22,2016,Julian Edelman (FA),98,159,"1,106",11.3,77,11,3,12,57,0,2,16,132.3,8.3,12.1%
37,2015,Julian Edelman (FA),61,88,692,11.3,59,8,7,3,23,0,1,9,111.5,12.4,12.1%
27,2014,Julian Edelman (FA),92,134,972,10.6,69,7,4,10,94,0,0,14,130.6,9.3,12.1%
18,2013,Julian Edelman (FA),105,151,"1,056",10.1,44,9,6,2,11,0,0,16,146.7,9.2,12.1%
89,2012,Julian Edelman (FA),21,32,235,11.2,56,1,3,4,45,0,1,9,44.0,4.9,12.1%
168,2011,Julian Edelman (FA),4,8,34,8.5,11,0,0,4,8,0,1,13,2.2,0.2,12.1%
142,2010,Julian Edelman (FA),7,14,86,12.3,40,0,0,2,14,0,0,15,10.0,0.7,12.1%
87,2009,Julian Edelman (FA),37,54,359,9.7,29,0,1,2,5,0,0,11,42.4,3.9,12.1%
187,2014,Julian Talley (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
190,2013,Julian Talley (FA),0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
92,2021,Julio Jones (TB),31,48,434,14.0,51,9,1,0,0,0,0,10,49.4,4.9,50.0%
53,2020,Julio Jones (TB),51,68,771,15.1,44,22,3,0,0,0,0,9,95.1,10.6,50.0%
5,2019,Julio Jones (TB),99,157,"1,394",14.1,54,34,6,2,-3,0,0,15,175.1,11.7,50.0%
5,2018,Julio Jones (TB),113,170,"1,677",14.8,58,37,8,2,12,0,2,16,212.9,13.3,50.0%
6,2017,Julio Jones (TB),88,148,"1,444",16.4,53,23,3,1,15,0,0,16,163.9,10.2,50.0%
6,2016,Julio Jones (TB),83,129,"1,409",17.0,75,27,6,0,0,0,0,14,176.9,12.6,50.0%
2,2015,Julio Jones (TB),136,203,"1,871",13.8,70,25,8,0,0,0,1,16,233.1,14.6,50.0%
8,2014,Julio Jones (TB),104,163,"1,593",15.3,79,31,6,1,1,0,1,15,193.4,12.9,50.0%
65,2013,Julio Jones (TB),41,60,580,14.1,81,9,2,1,7,0,1,5,68.7,13.7,50.0%
9,2012,Julio Jones (TB),79,129,"1,198",15.2,80,17,10,6,30,0,0,16,182.8,11.4,50.0%
18,2011,Julio Jones (TB),54,95,959,17.8,80,0,8,6,56,0,1,13,147.5,11.3,50.0%
198,2011,Julius Pruitt (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
140,2014,Junior Hemingway (FA),12,21,108,9.0,17,0,0,0,0,0,0,14,10.8,0.8,0.0%
119,2013,Junior Hemingway (FA),13,19,125,9.6,24,1,2,0,0,0,1,16,22.5,1.4,0.0%
214,2012,Junior Hemingway (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
165,2013,Juron Criner (FA),3,8,32,10.7,20,1,0,0,0,0,0,1,3.2,3.2,0.0%
121,2012,Juron Criner (FA),16,33,151,9.4,17,0,1,0,0,0,0,12,23.1,1.9,0.0%
97,2013,Justin Blackmon (FA),29,48,415,14.3,67,4,1,1,-1,0,0,4,47.4,11.9,0.0%
28,2012,Justin Blackmon (FA),64,132,865,13.5,81,9,5,2,23,0,0,16,120.8,7.6,0.0%
149,2014,Justin Brown (FA),12,21,94,7.8,18,0,0,0,0,0,1,8,7.4,0.9,0.0%
105,2010,Justin Gage (FA),20,43,266,13.3,30,0,1,0,0,0,0,11,32.6,3.0,0.0%
75,2009,Justin Gage (FA),28,67,383,13.7,49,0,3,0,0,0,0,12,56.3,4.7,0.0%
42,2008,Justin Gage (FA),22,3,475,21.6,56,0,5,0,0,0,0,8,77.5,9.7,0.0%
81,2007,Justin Gage (FA),19,0,223,11.7,42,0,0,0,0,0,0,8,22.3,2.8,0.0%
126,2006,Justin Gage (FA),4,0,68,17.0,34,0,0,0,0,0,0,2,6.8,3.4,0.0%
79,2005,Justin Gage (FA),31,4,346,11.2,25,0,2,0,0,0,0,12,46.6,3.9,0.0%
117,2004,Justin Gage (FA),12,28,156,13.0,32,0,0,0,0,0,0,11,15.6,1.4,0.0%
88,2003,Justin Gage (FA),17,35,338,19.9,57,0,2,0,0,0,1,9,43.8,4.9,0.0%
372,2021,Justin Hardee (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
248,2020,Justin Hardee (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
273,2019,Justin Hardee (NYJ),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
195,2018,Justin Hardee (NYJ),1,1,10,10.0,10,0,0,0,0,0,0,16,1.0,0.1,0.0%
203,2017,Justin Hardee (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
138,2019,Justin Hardy (FA),19,26,195,10.3,23,2,0,0,0,0,0,16,19.5,1.2,0.0%
129,2018,Justin Hardy (FA),14,22,133,9.5,19,0,2,0,0,0,0,16,25.3,1.6,0.0%
94,2017,Justin Hardy (FA),20,29,221,11.1,27,3,3,0,0,0,0,16,40.1,2.5,0.0%
97,2016,Justin Hardy (FA),21,31,203,9.7,27,2,4,0,0,0,0,16,44.3,2.8,0.0%
131,2015,Justin Hardy (FA),21,36,194,9.2,23,2,0,0,0,0,0,9,19.4,2.2,0.0%
158,2009,Justin Harper (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
239,2019,Justin Hunter (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
183,2018,Justin Hunter (FA),3,13,21,7.0,12,0,0,0,0,0,0,5,2.1,0.4,0.0%
154,2017,Justin Hunter (FA),4,10,23,5.8,7,0,1,0,0,0,0,7,8.3,1.2,0.0%
99,2016,Justin Hunter (FA),10,24,189,18.9,64,3,4,0,0,0,0,13,42.9,3.3,0.0%
102,2015,Justin Hunter (FA),22,31,264,12.0,29,4,1,0,0,0,0,9,32.4,3.6,0.0%
69,2014,Justin Hunter (FA),28,67,498,17.8,75,7,3,0,0,0,0,12,67.8,5.7,0.0%
71,2013,Justin Hunter (FA),18,42,354,19.7,57,5,4,0,0,0,0,14,59.4,4.2,0.0%
4,2021,Justin Jefferson (MIN),108,167,"1,616",15.0,56,45,10,6,14,0,1,17,222.4,13.1,100.0%
6,2020,Justin Jefferson (MIN),88,125,"1,400",15.9,71,39,7,1,2,0,0,16,186.2,11.6,100.0%
174,2009,Justin Jenkins (FA),0,0,0,0.0,0,0,0,1,-3,0,0,7,-0.3,-0.0,0.0%
164,2008,Justin Jenkins (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
165,2007,Justin Jenkins (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
92,2008,Justin McCareins (FA),22,13,280,12.7,23,0,0,1,4,0,1,8,26.4,3.3,0.0%
112,2007,Justin McCareins (FA),7,3,81,11.6,20,0,0,0,0,0,0,6,8.1,1.4,0.0%
88,2006,Justin McCareins (FA),23,0,347,15.1,50,0,1,0,0,0,0,12,40.7,3.4,0.0%
43,2005,Justin McCareins (FA),43,7,713,16.6,45,0,2,1,8,0,0,16,84.1,5.3,0.0%
38,2004,Justin McCareins (FA),56,90,770,13.8,43,0,4,2,-5,0,0,16,100.5,6.3,0.0%
22,2003,Justin McCareins (FA),47,82,813,17.3,73,0,7,1,13,0,1,16,122.6,7.7,0.0%
85,2002,Justin McCareins (FA),19,48,301,15.8,55,0,2,2,18,0,0,16,43.9,2.7,0.0%
166,2002,Justin Skaggs (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
191,2013,Justin Veltung (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
237,2021,Justin Watson (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%
166,2020,Justin Watson (KC),7,11,94,13.4,36,2,0,0,0,0,0,11,9.4,0.9,0.2%
114,2019,Justin Watson (KC),15,26,159,10.6,17,0,2,0,0,0,0,16,27.9,1.7,0.2%
203,2018,Justin Watson (KC),1,3,5,5.0,5,0,0,0,0,0,0,12,0.5,0.0,0.2%
226,2021,Justyn Ross (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%
187,2021,Juwann Winfree (GB),8,13,58,7.3,12,0,0,0,0,0,1,5,3.8,0.8,0.0%
221,2020,Juwann Winfree (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
215,2019,Juwann Winfree (GB),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
214,2017,K.J. Brent (FA),0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
35,2021,K.J. Osborn (MIN),50,82,655,13.1,64,18,7,1,10,0,0,17,108.5,6.4,8.3%
224,2020,K.J. Osborn (MIN),0,0,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,8.3%
194,2016,Ka'Raun White (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
101,2021,Kadarius Toney (NYG),39,57,420,10.8,38,7,0,3,6,0,0,9,43.4,4.8,75.7%
288,2019,Kaelin Clay (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
243,2018,Kaelin Clay (FA),0,0,0,0.0,0,0,0,0,0,0,1,2,-2.0,-1.0,0.0%
149,2017,Kaelin Clay (FA),6,20,85,14.2,28,1,0,3,27,0,1,13,9.2,0.7,0.0%
214,2015,Kaelin Clay (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
180,2002,Kahlil Hill (FA),0,0,0,0.0,0,0,0,0,0,0,1,1,-2.0,-2.0,0.0%
54,2021,Kalif Raymond (DET),48,71,576,12.0,75,12,4,4,28,0,0,16,84.4,5.3,0.1%
138,2020,Kalif Raymond (DET),9,15,187,20.8,61,9,0,1,-3,0,0,15,18.4,1.2,0.1%
134,2019,Kalif Raymond (DET),9,12,170,18.9,52,8,1,1,-5,0,1,8,20.5,2.6,0.1%
229,2017,Kalif Raymond (DET),1,1,12,12.0,12,0,0,1,-1,0,1,8,-0.9,-0.1,0.1%
219,2016,Kalif Raymond (DET),0,2,0,0.0,0,0,0,0,0,0,1,4,-2.0,-0.5,0.1%
274,2021,Kalil Pimpleton (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
234,2019,Kamar Aiken (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
168,2018,Kamar Aiken (FA),6,7,53,8.8,18,0,0,0,0,0,0,5,5.3,1.1,0.0%
136,2017,Kamar Aiken (FA),15,44,133,8.9,21,1,0,0,0,0,0,15,13.3,0.9,0.0%
102,2016,Kamar Aiken (FA),29,50,328,11.3,29,3,1,0,0,0,0,16,38.8,2.4,0.0%
31,2015,Kamar Aiken (FA),75,127,944,12.6,48,11,5,0,0,0,1,16,122.4,7.7,0.0%
92,2014,Kamar Aiken (FA),24,32,267,11.1,24,2,3,0,0,0,0,16,44.7,2.8,0.0%
218,2012,Kamar Aiken (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
204,2011,Kamar Aiken (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
138,2006,Karl Hankton (FA),3,0,31,10.3,18,0,0,0,0,0,0,11,3.1,0.3,0.0%
167,2005,Karl Hankton (FA),0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
143,2004,Karl Hankton (FA),2,0,25,12.5,20,0,0,0,0,0,0,9,2.5,0.3,0.0%
147,2003,Karl Hankton (FA),2,4,27,13.5,15,0,0,0,0,0,0,11,2.7,0.2,0.0%
122,2002,Karl Hankton (FA),9,17,146,16.2,31,0,0,2,-4,0,0,13,14.2,1.1,0.0%
115,2004,Karl Williams (FA),18,30,197,10.9,33,0,0,2,6,0,2,15,16.3,1.1,0.0%
118,2003,Karl Williams (FA),7,17,114,16.3,43,0,0,1,2,0,0,11,13.6,1.2,0.0%
124,2002,Karl Williams (FA),7,11,77,11.0,17,0,1,3,-5,0,0,16,13.2,0.8,0.0%
163,2003,Karsten Bailey (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
143,2002,Karsten Bailey (FA),3,6,26,8.7,10,0,0,0,0,0,0,5,2.6,0.5,0.0%
151,2017,Kasen Williams (FA),9,18,84,9.3,14,0,0,0,0,0,0,7,8.4,1.2,0.0%
203,2016,Kasen Williams (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
187,2015,Kasen Williams (FA),1,1,8,8.0,8,0,0,1,5,0,0,2,1.3,0.7,0.0%
204,2014,Kassim Osgood (FA),0,1,0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
173,2013,Kassim Osgood (FA),1,1,17,17.0,17,0,0,0,0,0,0,14,1.7,0.1,0.0%
204,2012,Kassim Osgood (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
152,2011,Kassim Osgood (FA),5,11,42,8.4,19,0,0,0,0,0,0,12,4.2,0.4,0.0%
135,2010,Kassim Osgood (FA),6,16,60,10.0,24,0,1,0,0,0,0,16,12.0,0.8,0.0%
143,2009,Kassim Osgood (FA),1,5,17,17.0,17,0,0,0,0,0,0,16,1.7,0.1,0.0%
162,2008,Kassim Osgood (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
130,2007,Kassim Osgood (FA),2,2,23,11.5,15,0,0,0,0,0,0,16,2.3,0.1,0.0%
181,2006,Kassim Osgood (FA),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
151,2005,Kassim Osgood (FA),2,1,21,10.5,15,0,0,1,4,0,0,12,2.5,0.2,0.0%
87,2004,Kassim Osgood (FA),15,33,308,20.5,65,0,2,0,0,0,0,16,42.8,2.7,0.0%
90,2003,Kassim Osgood (FA),13,33,278,21.4,57,0,2,0,0,0,0,14,39.8,2.8,0.0%
255,2021,KaVontae Turpin (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
298,2021,Kawaan Baker (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
278,2021,Kaylon Geiger Sr. (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
142,2012,Kealoha Pilares (FA),2,4,42,21.0,36,1,1,1,17,0,0,8,11.9,1.5,0.0%
187,2011,Kealoha Pilares (FA),0,0,0,0.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%
145,2011,Keary Colbert (FA),9,12,89,9.9,19,0,0,0,0,0,0,6,8.9,1.5,0.0%
111,2008,Keary Colbert (FA),11,0,108,9.8,28,0,1,0,0,0,0,9,16.8,1.9,0.0%
74,2007,Keary Colbert (FA),23,15,270,11.7,43,0,0,0,0,0,0,8,27.0,3.4,0.0%
130,2006,Keary Colbert (FA),5,0,56,11.2,16,0,0,0,0,0,0,4,5.6,1.4,0.0%
89,2005,Keary Colbert (FA),25,0,282,11.3,42,0,2,1,6,0,0,12,40.8,3.4,0.0%
35,2004,Keary Colbert (FA),47,92,754,16.0,63,0,5,0,0,0,1,15,105.4,7.0,0.0%
90,2021,Keelan Cole Sr. (FA),28,51,449,16.0,54,12,1,0,0,0,0,14,50.9,3.6,0.2%
49,2020,Keelan Cole Sr. (FA),55,88,642,11.7,51,12,5,1,2,0,0,16,100.4,6.3,0.2%
80,2019,Keelan Cole Sr. (FA),24,36,361,15.0,55,11,3,1,6,0,0,16,54.7,3.4,0.2%
85,2018,Keelan Cole Sr. (FA),38,70,491,12.9,35,10,1,0,0,0,2,16,51.1,3.2,0.2%
43,2017,Keelan Cole Sr. (FA),42,83,748,17.8,75,11,3,0,0,0,1,16,90.8,5.7,0.2%
222,2020,Keelan Doss (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
143,2019,Keelan Doss (FA),11,14,133,12.1,31,2,0,0,0,0,0,8,13.3,1.7,0.0%
15,2021,Keenan Allen (LAC),106,157,"1,138",10.7,42,19,6,0,0,0,0,16,151.8,9.5,99.9%
18,2020,Keenan Allen (LAC),100,147,992,9.9,28,10,8,1,-1,0,2,14,145.1,10.4,99.9%
11,2019,Keenan Allen (LAC),104,149,"1,199",11.5,45,21,6,3,16,0,0,16,157.5,9.8,99.9%
14,2018,Keenan Allen (LAC),97,136,"1,196",12.3,54,17,6,9,75,0,1,16,163.1,10.2,99.9%
3,2017,Keenan Allen (LAC),102,159,"1,393",13.7,51,18,6,2,9,0,0,16,176.2,11.0,99.9%
169,2016,Keenan Allen (LAC),6,7,63,10.5,15,0,0,0,0,0,0,1,6.3,6.3,99.9%
47,2015,Keenan Allen (LAC),67,89,725,10.8,38,8,4,0,0,0,1,8,94.5,11.8,99.9%
48,2014,Keenan Allen (LAC),77,121,783,10.2,35,6,4,0,0,0,2,14,98.3,7.0,99.9%
17,2013,Keenan Allen (LAC),71,104,"1,046",14.7,43,16,8,0,0,0,2,15,148.6,9.9,99.9%
105,2009,Keenan Burton (FA),25,45,253,10.1,25,0,0,0,0,0,0,9,25.3,2.8,0.0%
95,2008,Keenan Burton (FA),13,2,172,13.2,30,0,1,3,8,0,0,11,24.0,2.2,0.0%
178,2005,Keenan Howry (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
161,2004,Keenan Howry (FA),1,1,3,3.0,3,0,0,0,0,0,0,3,0.3,0.1,0.0%
154,2003,Keenan Howry (FA),2,6,15,7.5,8,0,0,0,0,0,0,16,1.5,0.1,0.0%
116,2007,Keenan McCardell (FA),4,0,69,17.3,21,0,0,0,0,0,0,2,6.9,3.5,0.0%
84,2006,Keenan McCardell (FA),36,0,437,12.1,28,0,0,1,8,0,0,14,44.5,3.2,0.0%
17,2005,Keenan McCardell (FA),70,8,917,13.1,54,0,9,2,6,0,0,16,146.3,9.1,0.0%
82,2004,Keenan McCardell (FA),31,58,393,12.7,31,0,1,1,3,0,0,7,45.6,6.5,0.0%
11,2003,Keenan McCardell (FA),84,138,"1,174",14.0,76,0,8,0,0,0,1,16,163.4,10.2,0.0%
44,2002,Keenan McCardell (FA),61,101,670,11.0,65,0,6,1,3,0,1,14,101.3,7.2,0.0%
258,2019,Keenan Reynolds (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
236,2018,Keenan Reynolds (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
145,2020,KeeSean Johnson (FA),15,23,173,11.5,45,5,0,0,0,0,0,8,17.3,2.2,0.0%
124,2019,KeeSean Johnson (FA),21,42,187,8.9,31,2,1,1,3,0,1,10,25.0,2.5,0.0%
207,2021,Keith Kirkwood (FA),3,7,17,5.7,7,0,0,0,0,0,0,3,1.7,0.6,0.0%
206,2020,Keith Kirkwood (FA),1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
220,2019,Keith Kirkwood (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
115,2018,Keith Kirkwood (FA),13,21,209,16.1,42,7,2,0,0,0,0,8,32.9,4.1,0.0%
162,2016,Keith Mumphery (FA),10,12,69,6.9,11,0,0,0,0,0,0,11,6.9,0.6,0.0%
146,2015,Keith Mumphery (FA),14,32,129,9.2,26,1,0,0,0,0,0,16,12.9,0.8,0.0%
221,2021,Keke Coutee (IND),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
92,2020,Keke Coutee (IND),33,40,400,12.1,64,8,3,0,0,0,3,8,54.0,6.8,0.0%
108,2019,Keke Coutee (IND),22,36,254,11.5,51,7,0,2,14,1,1,10,30.8,3.1,0.0%
109,2018,Keke Coutee (IND),28,41,287,10.3,40,4,1,3,0,0,0,6,34.7,5.8,0.0%
115,2010,Kelley Washington (FA),13,14,173,13.3,36,0,1,0,0,0,0,6,23.3,3.9,0.0%
78,2009,Kelley Washington (FA),34,48,431,12.7,28,0,2,1,1,0,0,15,55.2,3.7,0.0%
165,2008,Kelley Washington (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
167,2007,Kelley Washington (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
105,2006,Kelley Washington (FA),9,0,115,12.8,22,0,1,0,0,0,0,4,17.5,4.4,0.0%
119,2005,Kelley Washington (FA),10,0,101,10.1,18,0,1,0,0,0,0,5,16.1,3.2,0.0%
70,2004,Kelley Washington (FA),31,49,378,12.2,28,0,3,1,-1,0,0,14,55.7,4.0,0.0%
77,2003,Kelley Washington (FA),22,47,299,13.6,51,0,4,1,5,0,0,15,54.4,3.6,0.0%
89,2004,Kelly Campbell (FA),19,32,364,19.2,61,0,1,3,4,0,1,16,40.8,2.6,0.0%
48,2003,Kelly Campbell (FA),25,44,522,20.9,72,0,4,10,71,0,1,14,81.3,5.8,0.0%
93,2002,Kelly Campbell (FA),13,32,176,13.5,32,0,3,1,11,0,0,6,36.7,6.1,0.0%
237,2019,Kelvin Benjamin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
94,2018,Kelvin Benjamin (FA),25,67,380,15.2,40,11,1,0,0,0,0,15,44.0,2.9,0.1%
46,2017,Kelvin Benjamin (FA),48,78,692,14.4,43,10,3,0,0,0,0,14,87.2,6.2,0.1%
20,2016,Kelvin Benjamin (FA),63,118,941,14.9,50,10,7,0,0,0,1,16,134.1,8.4,0.1%
17,2014,Kelvin Benjamin (FA),73,145,"1,008",13.8,51,14,9,0,0,0,1,16,152.8,9.6,0.1%
98,2019,Kelvin Harmon (FA),30,44,365,12.2,30,9,0,0,0,0,0,16,36.9,2.3,0.0%
148,2006,Kelvin Kight (FA),1,0,9,9.0,9,0,0,1,8,0,0,3,1.7,0.6,0.0%
114,2002,Ken-Yon Rambo (FA),14,33,211,15.1,47,0,0,0,0,0,1,13,19.1,1.5,0.0%
135,2015,Kenbrell Thompkins (FA),17,33,165,9.7,43,2,0,0,0,0,0,7,16.5,2.4,0.0%
108,2014,Kenbrell Thompkins (FA),21,47,262,12.5,50,2,0,2,5,0,0,14,26.7,1.9,0.0%
63,2013,Kenbrell Thompkins (FA),32,69,466,14.6,49,8,4,0,0,0,0,12,70.6,5.9,0.0%
132,2021,Kendall Hinton (DEN),15,23,175,11.7,40,4,1,0,0,0,0,11,23.5,2.1,0.0%
251,2020,Kendall Hinton (DEN),0,0,0,0.0,0,0,0,2,7,0,0,1,-0.8,-0.8,0.0%
143,2003,Kendall Newson (FA),2,6,55,27.5,37,0,0,0,0,0,1,3,3.5,1.2,0.0%
62,2017,Kendall Wright (FA),59,91,614,10.4,22,1,1,0,0,0,0,16,67.4,4.2,0.0%
82,2016,Kendall Wright (FA),29,43,416,14.3,48,6,3,1,15,0,0,11,61.1,5.6,0.0%
74,2015,Kendall Wright (FA),36,60,408,11.3,52,4,3,5,17,0,0,10,60.5,6.1,0.0%
37,2014,Kendall Wright (FA),57,93,715,12.5,48,10,6,4,54,0,1,14,110.9,7.9,0.0%
31,2013,Kendall Wright (FA),94,140,"1,079",11.5,45,17,2,0,0,0,0,16,119.9,7.5,0.0%
55,2012,Kendall Wright (FA),64,104,626,9.8,38,6,4,1,4,0,1,15,85.0,5.7,0.0%
305,2021,Kendric Pryor (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
29,2021,Kendrick Bourne (NE),55,70,800,14.5,75,22,5,12,125,0,1,17,125.5,7.4,4.5%
61,2020,Kendrick Bourne (NE),49,74,667,13.6,49,9,2,0,0,0,0,15,80.7,5.4,4.5%
68,2019,Kendrick Bourne (NE),30,44,358,11.9,30,5,5,0,0,0,0,16,67.8,4.2,4.5%
66,2018,Kendrick Bourne (NE),42,67,487,11.6,33,7,4,0,0,0,0,16,72.7,4.5,4.5%
115,2017,Kendrick Bourne (NE),16,34,257,16.1,54,3,0,0,0,0,0,11,25.7,2.3,4.5%
169,2004,Kendrick Starling (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
193,2010,Kenneth Moore (FA),0,0,0,0.0,0,0,0,0,0,0,1,2,-2.0,-1.0,0.0%
137,2009,Kenneth Moore (FA),6,12,59,9.8,22,0,0,0,0,0,1,11,3.9,0.4,0.0%
98,2017,Kenny Britt (FA),20,43,256,12.8,38,3,2,0,0,0,0,12,37.6,3.1,0.0%
26,2016,Kenny Britt (FA),68,111,"1,002",14.7,66,15,5,0,0,0,1,15,128.2,8.5,0.0%
51,2015,Kenny Britt (FA),36,72,681,18.9,60,11,3,0,0,0,0,16,86.1,5.4,0.0%
51,2014,Kenny Britt (FA),48,84,748,15.6,63,13,3,2,14,0,0,16,94.2,5.9,0.0%
142,2013,Kenny Britt (FA),11,35,96,8.7,15,0,0,0,0,0,0,12,9.6,0.8,0.0%
