Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
10,2017,Jordan Howard (FA),276,"1,122",4.1,53,5,9,23,32,125,5.4,0,1,16,176.7,11.0,0.0%
9,2016,Jordan Howard (FA),252,"1,313",5.2,69,10,6,29,50,298,10.3,1,1,15,201.1,13.4,0.0%
231,2021,Jordan Mason (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%
141,2019,Jordan Scarlett (FA),4,9,2.3,6,0,0,0,0,0,0.0,0,0,9,0.9,0.1,0.0%
157,2017,Jordan Todman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%
126,2016,Jordan Todman (FA),9,59,6.6,19,0,0,0,1,0,0.0,0,0,16,5.9,0.4,0.0%
143,2015,Jordan Todman (FA),4,22,5.5,11,0,0,0,2,0,0.0,0,0,11,2.2,0.2,0.0%
68,2014,Jordan Todman (FA),32,186,5.8,62,2,1,25,37,198,7.9,1,0,16,50.4,3.2,0.0%
58,2013,Jordan Todman (FA),76,256,3.4,33,1,2,14,26,116,8.3,1,0,16,55.2,3.5,0.0%
154,2012,Jordan Todman (FA),3,8,2.7,6,0,0,1,1,0,0.0,0,0,1,0.8,0.8,0.0%
256,2021,Jordan Wilkins (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
69,2020,Jordan Wilkins (FA),84,308,3.7,22,1,1,12,16,105,8.8,0,0,15,49.3,3.3,0.0%
65,2019,Jordan Wilkins (FA),51,307,6.0,55,6,2,7,11,43,6.1,0,0,14,47.0,3.4,0.0%
76,2018,Jordan Wilkins (FA),60,336,5.6,53,4,1,16,17,85,5.3,0,2,16,44.1,2.8,0.0%
154,2015,Jorvorskie Lane (FA),1,0,0.0,0,0,0,2,2,13,6.5,0,0,16,1.3,0.1,0.0%
135,2014,Jorvorskie Lane (FA),3,58,19.3,54,1,0,1,1,3,3.0,0,0,9,6.1,0.7,0.0%
88,2012,Jorvorskie Lane (FA),13,13,1.0,4,0,2,11,12,79,7.2,1,1,16,27.2,1.7,0.0%
56,2011,Joseph Addai (FA),118,433,3.7,16,0,1,15,22,93,6.2,0,0,12,58.6,4.9,0.0%
46,2010,Joseph Addai (FA),116,495,4.3,46,0,4,19,26,124,6.5,0,1,8,83.9,10.5,0.0%
9,2009,Joseph Addai (FA),219,828,3.8,21,0,10,51,63,336,6.6,3,1,15,197.3,13.2,0.0%
43,2008,Joseph Addai (FA),112,402,3.6,23,0,2,21,0,180,8.6,2,0,9,82.2,9.1,0.0%
9,2007,Joseph Addai (FA),149,704,4.7,23,0,7,22,0,205,9.3,2,0,7,144.9,20.7,0.0%
11,2006,Joseph Addai (FA),226,"1,081",4.8,41,0,7,40,0,325,8.1,1,0,16,188.6,11.8,0.0%
58,2015,Joseph Randle (FA),76,315,4.1,37,3,4,10,10,86,8.6,0,0,6,64.1,10.7,0.0%
66,2014,Joseph Randle (FA),51,343,6.7,65,3,3,4,5,23,5.8,0,2,16,50.6,3.2,0.0%
76,2013,Joseph Randle (FA),54,164,3.0,19,0,2,8,10,61,7.6,0,0,13,34.5,2.7,0.0%
83,2020,Josh Adams (FA),29,157,5.4,25,1,2,6,8,29,4.8,0,0,8,30.6,3.8,0.0%
136,2019,Josh Adams (FA),8,12,1.5,10,0,0,0,0,0,0.0,0,0,3,1.2,0.4,0.0%
52,2018,Josh Adams (FA),120,511,4.3,29,4,3,7,13,58,8.3,0,1,16,74.9,4.7,0.0%
140,2019,Josh Ferguson (FA),3,9,3.0,7,0,0,0,0,0,0.0,0,0,2,0.9,0.5,0.0%
144,2017,Josh Ferguson (FA),1,5,5.0,5,0,0,3,4,16,5.3,0,0,10,2.1,0.2,0.0%
102,2016,Josh Ferguson (FA),15,20,1.3,11,0,0,20,25,136,6.8,0,0,16,15.6,1.0,0.0%
149,2014,Josh Harris (FA),9,16,1.8,4,0,0,0,0,0,0.0,0,0,5,1.6,0.3,0.0%
16,2021,Josh Jacobs (LV),217,872,4.0,28,2,9,54,64,348,6.4,0,2,15,172.0,11.5,96.9%
8,2020,Josh Jacobs (LV),273,"1,065",3.9,28,3,12,33,45,238,7.2,0,2,15,198.3,13.2,96.9%
14,2019,Josh Jacobs (LV),242,"1,150",4.8,51,14,7,20,27,166,8.3,0,1,13,171.6,13.2,96.9%
199,2021,Josh Johnson (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
144,2006,Josh Parry (FA),0,0,0.0,0,0,0,1,0,11,11.0,0,0,5,1.1,0.2,0.0%
117,2005,Josh Parry (FA),0,0,0.0,0,0,0,13,0,89,6.8,0,0,11,8.9,0.8,0.0%
126,2004,Josh Parry (FA),0,0,0.0,0,0,0,9,18,75,8.3,0,0,11,7.5,0.7,0.0%
135,2015,Josh Robinson (FA),17,39,2.3,8,0,0,6,6,33,5.5,0,1,5,5.2,1.0,0.0%
145,2007,Josh Scobey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
168,2006,Josh Scobey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%
172,2005,Josh Scobey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%
81,2004,Josh Scobey (FA),27,89,3.3,10,0,0,18,21,191,10.6,0,0,12,28.0,2.3,0.0%
150,2003,Josh Scobey (FA),0,0,0.0,0,0,0,1,1,9,9.0,0,0,15,0.9,0.1,0.0%
180,2013,Josh Vaughan (FA),1,1,1.0,1,0,0,1,1,-5,-5.0,0,0,6,-0.4,-0.1,0.0%
140,2011,Josh Vaughan (FA),7,24,3.4,9,0,0,0,0,0,0.0,0,0,7,2.4,0.3,0.0%
118,2010,Josh Vaughan (FA),3,7,2.3,6,0,1,0,0,0,0.0,0,0,3,6.7,2.2,0.0%
116,2021,Joshua Kelley (LAC),33,102,3.1,14,0,0,5,6,38,7.6,0,1,8,12.0,1.5,1.6%
63,2020,Joshua Kelley (LAC),111,354,3.2,33,4,2,23,23,148,6.4,0,2,14,58.2,4.2,1.6%
179,2016,Julian Howsare (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
211,2021,Julius Chestnut (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
187,2021,Justice Hill (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
123,2020,Justice Hill (BAL),12,60,5.0,19,0,0,5,5,20,4.0,0,0,12,8.0,0.7,0.1%
71,2019,Justice Hill (BAL),58,225,3.9,18,0,2,8,15,70,8.8,0,0,16,41.5,2.6,0.1%
186,2019,Justin Davis (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
137,2018,Justin Davis (FA),2,19,9.5,19,0,0,0,0,0,0.0,0,0,11,1.9,0.2,0.0%
155,2017,Justin Davis (FA),1,1,1.0,1,0,0,0,0,0,0.0,0,0,4,0.1,0.0,0.0%
45,2009,Justin Fargas (FA),129,491,3.8,35,0,3,17,21,113,6.6,0,0,12,78.4,6.5,0.0%
44,2008,Justin Fargas (FA),191,713,3.7,21,0,1,8,0,40,5.0,0,0,12,81.3,6.8,0.0%
34,2007,Justin Fargas (FA),81,437,5.4,48,0,1,10,0,93,9.3,0,0,8,59.0,7.4,0.0%
43,2006,Justin Fargas (FA),178,659,3.7,48,0,1,13,0,91,7.0,0,0,16,81.0,5.1,0.0%
137,2005,Justin Fargas (FA),5,28,5.6,15,0,0,1,0,9,9.0,0,0,9,3.7,0.4,0.0%
88,2004,Justin Fargas (FA),35,126,3.6,15,0,1,11,14,68,6.2,0,1,10,23.4,2.3,0.0%
97,2003,Justin Fargas (FA),40,203,5.1,53,0,0,2,3,2,1.0,0,1,10,18.5,1.9,0.0%
67,2016,Justin Forsett (FA),87,291,3.3,64,1,1,20,27,85,4.3,0,1,9,41.6,4.6,0.0%
43,2015,Justin Forsett (FA),151,641,4.2,33,5,2,31,41,153,4.9,0,0,10,91.4,9.1,0.0%
8,2014,Justin Forsett (FA),235,"1,266",5.4,52,17,8,44,59,263,6.0,0,0,16,202.9,12.7,0.0%
108,2013,Justin Forsett (FA),6,31,5.2,10,0,0,15,16,82,5.5,0,0,9,11.3,1.3,0.0%
64,2012,Justin Forsett (FA),63,374,5.9,81,3,1,3,5,38,12.7,0,0,16,47.2,3.0,0.0%
79,2011,Justin Forsett (FA),46,145,3.2,22,0,1,23,34,128,5.6,0,0,16,33.3,2.1,0.0%
42,2010,Justin Forsett (FA),118,523,4.4,32,0,2,33,51,252,7.6,0,0,16,89.5,5.6,0.0%
33,2009,Justin Forsett (FA),114,619,5.4,35,0,4,41,57,350,8.5,1,1,16,124.9,7.8,0.0%
159,2008,Justin Forsett (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%
135,2007,Justin Green (FA),0,0,0.0,0,0,0,1,0,6,6.0,0,0,5,0.6,0.1,0.0%
142,2006,Justin Green (FA),0,0,0.0,0,0,0,4,0,17,4.3,0,0,7,1.7,0.2,0.0%
131,2005,Justin Green (FA),5,4,0.8,4,0,0,7,3,32,4.6,0,0,8,5.6,0.7,0.0%
94,2009,Justin Griffith (FA),4,6,1.5,3,0,0,19,26,118,6.2,1,1,12,16.4,1.4,0.0%
111,2008,Justin Griffith (FA),1,2,2.0,2,0,0,2,2,10,5.0,1,0,3,7.2,2.4,0.0%
84,2007,Justin Griffith (FA),6,24,4.0,6,0,0,9,0,61,6.8,1,0,7,14.5,2.1,0.0%
58,2006,Justin Griffith (FA),19,106,5.6,21,0,1,23,0,168,7.3,3,0,13,51.4,4.0,0.0%
74,2005,Justin Griffith (FA),15,65,4.3,19,0,0,21,2,111,5.3,3,0,14,35.6,2.5,0.0%
78,2004,Justin Griffith (FA),9,39,4.3,10,0,0,22,31,220,10.0,1,0,12,31.9,2.7,0.0%
72,2003,Justin Griffith (FA),38,168,4.4,15,0,0,21,34,122,5.8,2,0,15,41.0,2.7,0.0%
60,2021,Justin Jackson (DET),68,364,5.4,75,5,2,22,25,178,8.1,0,1,14,64.2,4.6,0.3%
72,2020,Justin Jackson (DET),59,270,4.6,36,5,0,19,24,173,9.1,0,0,9,46.3,5.1,0.3%
90,2019,Justin Jackson (DET),29,200,6.9,40,5,0,9,11,22,2.4,0,0,7,22.2,3.2,0.3%
72,2018,Justin Jackson (DET),50,206,4.1,20,1,2,15,19,135,9.0,0,0,13,46.1,3.5,0.3%
121,2016,Juwan Thompson (FA),8,26,3.3,14,0,1,0,1,0,0.0,0,0,8,8.6,1.1,0.0%
123,2015,Juwan Thompson (FA),18,48,2.7,12,0,0,6,9,51,8.5,0,0,15,9.9,0.7,0.0%
71,2014,Juwan Thompson (FA),54,272,5.0,47,2,3,4,7,25,6.3,0,0,15,47.7,3.2,0.0%
98,2016,Ka'Deem Carey (FA),32,126,3.9,24,1,0,5,7,55,11.0,0,0,12,18.1,1.5,0.0%
81,2015,Ka'Deem Carey (FA),43,159,3.7,11,0,2,3,3,19,6.3,1,1,11,33.8,3.1,0.0%
94,2014,Ka'Deem Carey (FA),36,158,4.4,15,0,0,5,6,57,11.4,0,0,14,21.5,1.5,0.0%
174,2013,Kahlil Bell (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
125,2012,Kahlil Bell (FA),29,76,2.6,18,0,0,2,2,13,6.5,0,1,5,6.9,1.4,0.0%
65,2011,Kahlil Bell (FA),79,337,4.3,26,0,0,19,23,133,7.0,1,1,10,51.0,5.1,0.0%
84,2009,Kahlil Bell (FA),40,220,5.5,72,0,0,1,3,4,4.0,0,0,7,22.4,3.2,0.0%
135,2021,Kalen Ballage (FA),12,36,3.0,13,0,0,2,7,8,4.0,0,0,9,4.4,0.5,0.0%
59,2020,Kalen Ballage (FA),91,303,3.3,17,0,3,29,37,166,5.7,0,0,11,64.9,5.9,0.0%
75,2019,Kalen Ballage (FA),74,135,1.8,8,0,3,14,24,63,4.5,0,0,12,37.8,3.2,0.0%
87,2018,Kalen Ballage (FA),36,191,5.3,75,4,1,9,11,56,6.2,0,1,12,28.7,2.4,0.0%
74,2018,Kapri Bibbs (FA),21,103,4.9,15,0,3,16,23,115,7.2,1,0,12,45.8,3.8,0.1%
87,2017,Kapri Bibbs (FA),21,79,3.8,16,0,0,14,17,128,9.1,1,0,3,26.7,8.9,0.1%
85,2016,Kapri Bibbs (FA),29,129,4.4,24,1,0,2,4,75,37.5,1,0,12,26.4,2.2,0.1%
168,2015,Kapri Bibbs (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
138,2010,Kareem Huggins (FA),4,11,2.8,7,0,0,1,2,7,7.0,0,0,2,1.8,0.9,0.0%
156,2009,Kareem Huggins (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
46,2021,Kareem Hunt (CLE),78,386,4.9,33,3,5,22,27,174,7.9,0,0,8,88.0,11.0,91.1%
10,2020,Kareem Hunt (CLE),198,841,4.2,33,4,6,38,51,304,8.0,5,0,16,180.5,11.3,91.1%
54,2019,Kareem Hunt (CLE),43,179,4.2,16,0,2,37,44,285,7.7,1,0,9,64.4,7.2,91.1%
8,2018,Kareem Hunt (CLE),181,824,4.6,45,10,7,26,35,378,14.5,7,0,11,204.2,18.6,91.1%
3,2017,Kareem Hunt (CLE),272,"1,327",4.9,69,12,8,53,63,455,8.6,3,1,16,242.2,15.1,91.1%
31,2015,Karlos Williams (FA),93,517,5.6,41,5,7,11,14,96,8.7,2,1,11,113.3,10.3,0.6%
154,2002,KaRon Coleman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
141,2006,Kay-Jay Harris (FA),3,9,3.0,9,0,0,1,0,10,10.0,0,0,6,1.9,0.3,0.0%
87,2021,Ke'Shawn Vaughn (TB),36,180,5.0,55,4,2,4,8,26,6.5,0,0,6,32.6,5.4,1.0%
96,2020,Ke'Shawn Vaughn (TB),26,109,4.2,19,0,0,5,10,34,6.8,1,1,10,18.3,1.8,1.0%
196,2021,Keaontay Ingram (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
147,2012,Keiland Williams (FA),2,3,1.5,2,0,0,2,2,9,4.5,0,0,14,1.2,0.1,0.0%
77,2011,Keiland Williams (FA),58,195,3.4,18,0,2,8,8,62,7.8,0,1,15,35.7,2.4,0.0%
44,2010,Keiland Williams (FA),65,261,4.0,32,0,3,39,58,309,7.9,2,1,15,85.0,5.7,0.0%
105,2018,Keith Ford (FA),21,79,3.8,11,0,0,3,5,21,7.0,0,0,2,10.0,5.0,0.1%
165,2006,Keith Joseph (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
125,2021,Keith Smith (ATL),9,31,3.4,8,0,0,9,10,56,6.2,0,0,13,8.7,0.7,0.0%
130,2020,Keith Smith (ATL),4,7,1.8,3,0,0,11,15,59,5.4,0,0,16,6.6,0.4,0.0%
132,2019,Keith Smith (ATL),5,8,1.6,3,0,0,1,4,13,13.0,0,0,16,2.1,0.1,0.0%
132,2018,Keith Smith (ATL),1,0,0.0,0,0,0,5,7,23,4.6,0,0,16,2.3,0.1,0.0%
139,2017,Keith Smith (ATL),0,0,0.0,0,0,0,5,5,26,5.2,0,0,16,2.6,0.2,0.0%
140,2016,Keith Smith (ATL),2,5,2.5,3,0,0,3,3,20,6.7,0,0,16,2.5,0.2,0.0%
176,2015,Keith Smith (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%
167,2014,Keith Smith (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%
152,2009,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
155,2008,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%
143,2007,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
158,2006,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,13,0.0,0.0,0.0%
165,2005,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%
173,2004,Keith Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.0%
117,2012,Keith Toston (FA),17,74,4.4,14,0,0,3,4,41,13.7,0,0,3,11.5,3.8,0.0%
114,2010,Keith Toston (FA),19,54,2.8,10,0,0,2,2,29,14.5,0,0,9,8.3,0.9,0.0%
154,2003,Ken Simonton (FA),2,4,2.0,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%
205,2021,Ken Walker III (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,71.9%
120,2015,Kendall Gaskins (FA),16,38,2.4,14,0,0,8,10,69,8.6,0,0,9,10.7,1.2,0.0%
161,2015,Kendall Hunter (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%
61,2013,Kendall Hunter (FA),78,358,4.6,45,5,3,2,4,13,6.5,0,1,16,53.1,3.3,0.0%
61,2012,Kendall Hunter (FA),72,371,5.2,26,2,2,9,12,60,6.7,0,1,11,53.1,4.8,0.0%
47,2011,Kendall Hunter (FA),112,473,4.2,44,0,2,16,26,195,12.2,0,0,16,78.8,4.9,0.0%
102,2021,Kene Nwangwu (MIN),13,61,4.7,19,0,0,4,5,9,2.3,0,0,9,19.0,2.1,0.7%
261,2021,Kenjon Barner (TB),4,0,0.0,1,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
184,2020,Kenjon Barner (TB),0,0,0.0,0,0,0,0,1,0,0.0,0,0,6,0.0,0.0,0.0%
110,2019,Kenjon Barner (TB),4,28,7.0,12,0,0,6,8,22,3.7,0,1,14,9.1,0.7,0.0%
113,2018,Kenjon Barner (TB),19,71,3.7,11,0,0,1,1,3,3.0,0,0,9,7.4,0.8,0.0%
94,2017,Kenjon Barner (TB),16,57,3.6,18,0,1,5,8,56,11.2,0,0,13,17.3,1.3,0.0%
80,2016,Kenjon Barner (TB),27,129,4.8,19,0,2,5,11,42,8.4,0,0,13,29.1,2.2,0.0%
118,2015,Kenjon Barner (TB),28,124,4.4,19,0,0,9,12,22,2.4,0,1,10,12.6,1.3,0.0%
146,2013,Kenjon Barner (TB),6,7,1.2,2,0,0,2,3,7,3.5,0,0,8,1.4,0.2,0.0%
165,2021,Kennedy Brooks (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
74,2010,Kenneth Darby (FA),34,107,3.1,13,0,2,10,13,61,6.1,1,0,13,34.8,2.7,0.0%
81,2009,Kenneth Darby (FA),27,152,5.6,51,0,0,18,24,96,5.3,0,0,15,24.8,1.7,0.0%
72,2008,Kenneth Darby (FA),32,140,4.4,14,0,0,19,5,183,9.6,0,0,7,32.3,4.6,0.0%
178,2019,Kenneth Dixon (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
70,2018,Kenneth Dixon (FA),60,333,5.6,37,3,2,6,7,51,8.5,0,1,6,48.4,8.1,0.1%
51,2016,Kenneth Dixon (FA),88,382,4.3,20,1,2,30,41,162,5.4,1,0,12,72.4,6.0,0.1%
89,2016,Kenneth Farrow (FA),60,192,3.2,11,0,0,13,16,70,5.4,0,1,13,24.2,1.9,0.0%
45,2021,Kenneth Gainwell (PHI),68,291,4.3,18,0,5,33,50,253,7.7,1,1,16,90.4,5.7,39.9%
242,2021,Kenny Irons (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
135,2008,Kenny Watson (FA),6,23,3.8,6,0,0,1,0,1,1.0,0,0,6,2.4,0.4,0.0%
25,2007,Kenny Watson (FA),89,412,4.6,19,0,4,22,0,167,7.6,0,0,7,81.9,11.7,0.0%
60,2006,Kenny Watson (FA),25,138,5.5,18,0,1,23,0,213,9.3,0,0,16,41.1,2.6,0.0%
163,2005,Kenny Watson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
70,2004,Kenny Watson (FA),26,161,6.2,25,0,0,25,35,171,6.8,1,1,16,37.2,2.3,0.0%
157,2003,Kenny Watson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,6,0.0,0.0,0.0%
39,2002,Kenny Watson (FA),116,534,4.6,24,0,1,32,43,253,7.9,1,0,16,90.7,5.7,0.0%
36,2007,Kenton Keith (FA),76,350,4.6,22,0,3,9,0,55,6.1,0,0,8,58.5,7.3,0.0%
57,2021,Kenyan Drake (BAL),63,254,4.0,21,1,2,30,40,291,9.7,1,0,12,72.5,6.0,7.7%
12,2020,Kenyan Drake (BAL),239,955,4.0,69,10,10,25,31,137,5.5,0,1,15,167.2,11.1,7.7%
18,2019,Kenyan Drake (BAL),170,817,4.8,80,8,8,50,68,345,6.9,0,1,14,164.2,11.7,7.7%
21,2018,Kenyan Drake (BAL),120,535,4.5,54,7,4,53,73,477,9.0,5,1,16,153.2,9.6,7.7%
34,2017,Kenyan Drake (BAL),133,644,4.8,66,7,3,32,48,239,7.5,1,2,16,110.3,6.9,7.7%
77,2016,Kenyan Drake (BAL),33,179,5.4,45,1,2,9,10,46,5.1,0,0,16,34.5,2.2,7.7%
100,2019,Kerrith Whyte Jr. (FA),24,122,5.1,21,1,0,1,1,9,9.0,0,0,6,13.1,2.2,0.0%
155,2004,Kerry Carter (FA),4,15,3.8,6,0,0,0,0,0,0.0,0,0,9,1.5,0.2,0.0%
176,2003,Kerry Carter (FA),3,-2,-0.7,1,0,0,0,0,0,0.0,0,0,8,-0.2,-0.0,0.0%
67,2020,Kerryon Johnson (FA),52,181,3.5,14,0,2,19,26,187,9.8,1,1,16,52.8,3.3,0.0%
47,2019,Kerryon Johnson (FA),113,403,3.6,20,1,3,10,15,127,12.7,1,1,8,75.0,9.4,0.0%
33,2018,Kerryon Johnson (FA),118,641,5.4,71,10,3,32,39,213,6.7,1,1,10,107.4,10.7,0.0%
63,2017,Kerwynn Williams (FA),120,426,3.6,25,2,1,10,15,93,9.3,0,0,16,57.9,3.6,0.0%
81,2016,Kerwynn Williams (FA),18,157,8.7,49,3,2,1,2,6,6.0,0,0,10,28.3,2.8,0.0%
106,2015,Kerwynn Williams (FA),27,142,5.3,35,1,1,2,2,16,8.0,0,1,6,19.8,3.3,0.0%
89,2014,Kerwynn Williams (FA),53,246,4.6,19,0,0,2,6,11,5.5,0,0,5,25.7,5.1,0.0%
161,2013,Kerwynn Williams (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
169,2012,Kerwynn Williams (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%
45,2006,Kevan Barlow (FA),131,370,2.8,12,0,6,7,0,21,3.0,0,0,12,75.1,6.3,0.0%
33,2005,Kevan Barlow (FA),176,581,3.3,29,0,3,31,0,241,7.8,0,0,12,100.2,8.4,0.0%
27,2004,Kevan Barlow (FA),244,822,3.4,60,0,7,35,45,212,6.1,0,2,15,141.4,9.4,0.0%
17,2003,Kevan Barlow (FA),201,"1,024",5.1,78,0,6,35,44,307,8.8,1,4,16,167.1,10.4,0.0%
36,2002,Kevan Barlow (FA),145,675,4.7,35,0,4,14,21,136,9.7,1,1,14,109.1,7.8,0.0%
117,2011,Kevin Faulk (FA),17,57,3.4,9,0,0,7,9,34,4.9,0,0,6,9.1,1.5,0.0%
106,2010,Kevin Faulk (FA),8,45,5.6,11,0,0,6,10,62,10.3,0,0,2,10.7,5.4,0.0%
44,2009,Kevin Faulk (FA),62,335,5.4,29,0,2,37,53,301,8.1,1,0,15,81.6,5.4,0.0%
25,2008,Kevin Faulk (FA),79,485,6.1,41,0,3,52,13,430,8.3,3,0,13,127.4,9.8,0.0%
48,2007,Kevin Faulk (FA),40,185,4.6,14,0,0,25,0,210,8.4,1,0,9,45.5,5.1,0.0%
51,2006,Kevin Faulk (FA),25,123,4.9,11,0,1,43,0,356,8.3,2,0,15,65.9,4.4,0.0%
68,2005,Kevin Faulk (FA),51,145,2.8,13,0,0,29,0,260,9.0,0,0,8,40.5,5.1,0.0%
45,2004,Kevin Faulk (FA),54,255,4.7,20,0,2,26,30,248,9.5,1,1,11,66.3,6.0,0.0%
36,2003,Kevin Faulk (FA),178,638,3.6,23,0,0,48,66,440,9.2,0,4,15,99.8,6.7,0.0%
38,2002,Kevin Faulk (FA),52,271,5.2,45,0,2,37,53,379,10.2,3,1,15,93.0,6.2,0.0%
207,2021,Kevin Harris (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
121,2008,Kevin Jones (FA),14,38,2.7,16,0,0,2,0,5,2.5,0,0,6,4.3,0.7,0.0%
31,2007,Kevin Jones (FA),79,343,4.3,34,0,4,14,0,88,6.3,0,0,6,67.1,11.2,0.0%
23,2006,Kevin Jones (FA),181,689,3.8,52,0,6,61,0,520,8.5,2,0,12,168.9,14.1,0.0%
30,2005,Kevin Jones (FA),186,664,3.6,40,0,5,20,7,109,5.5,0,0,13,107.3,8.3,0.0%
21,2004,Kevin Jones (FA),241,"1,133",4.7,74,0,5,28,41,180,6.4,1,1,15,165.3,11.0,0.0%
78,2012,Kevin Smith (FA),37,134,3.6,19,0,1,10,16,79,7.9,1,0,12,33.3,2.8,0.0%
38,2011,Kevin Smith (FA),72,356,4.9,43,0,4,22,28,179,8.1,3,1,7,93.5,13.4,0.0%
81,2010,Kevin Smith (FA),34,133,3.9,15,0,0,11,16,123,11.2,0,0,6,25.6,4.3,0.0%
27,2009,Kevin Smith (FA),217,747,3.4,31,0,4,41,57,415,10.1,1,2,13,142.2,10.9,0.0%
14,2008,Kevin Smith (FA),238,976,4.1,50,0,8,39,0,286,7.3,0,0,16,174.2,10.9,0.0%
146,2006,Keylon Kincade (FA),4,9,2.3,7,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%
59,2021,Khalil Herbert (CHI),103,433,4.2,29,4,2,14,16,96,6.9,0,0,16,64.9,4.1,32.7%
264,2021,Khari Blasingame (CHI),3,6,2.0,3,0,0,2,2,4,2.0,0,1,5,-1.0,-0.2,0.0%
137,2020,Khari Blasingame (CHI),0,0,0.0,0,0,0,4,5,39,9.8,0,0,15,3.9,0.3,0.0%
118,2019,Khari Blasingame (CHI),0,0,0.0,0,0,0,4,5,54,13.5,0,0,6,5.4,0.9,0.0%
167,2016,Khiry Robinson (FA),8,22,2.8,10,0,0,0,0,0,0.0,0,1,1,0.2,0.2,0.0%
67,2015,Khiry Robinson (FA),56,180,3.2,14,0,4,17,20,115,6.8,0,0,8,53.5,6.7,0.0%
62,2014,Khiry Robinson (FA),76,362,4.8,62,2,3,8,11,63,7.9,0,2,10,56.5,5.7,0.0%
81,2013,Khiry Robinson (FA),54,224,4.1,25,3,1,0,0,0,0.0,0,0,10,28.4,2.8,0.0%
152,2004,Ki-Jana Carter (FA),10,17,1.7,8,0,0,0,1,0,0.0,0,0,2,1.7,0.9,0.0%
104,2003,Ki-Jana Carter (FA),19,72,3.8,31,0,1,1,3,11,11.0,0,0,7,14.3,2.0,0.0%
170,2014,Kiero Small (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
127,2016,Knile Davis (FA),18,28,1.6,6,0,0,5,7,25,5.0,0,0,11,5.3,0.5,0.0%
