Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
25,2006,Jermaine Wiggins (FA),46,0,386,8.4,24,0,1,0,0,0,0,15,44.6,3.0,0.0%
19,2005,Jermaine Wiggins (FA),69,0,568,8.2,24,0,1,0,0,0,0,15,62.8,4.2,0.0%
8,2004,Jermaine Wiggins (FA),71,92,705,9.9,39,0,4,0,0,0,0,14,94.5,6.8,0.0%
57,2003,Jermaine Wiggins (FA),8,20,80,10.0,23,0,1,0,0,0,0,11,14.0,1.3,0.0%
62,2002,Jermaine Wiggins (FA),10,15,62,6.2,17,0,1,0,0,0,1,8,10.2,1.3,0.0%
37,2013,Jermichael Finley (FA),25,34,300,12.0,52,3,3,0,0,0,0,6,48.0,8.0,0.0%
19,2012,Jermichael Finley (FA),61,87,667,10.9,40,10,2,0,0,0,1,16,76.7,4.8,0.0%
6,2011,Jermichael Finley (FA),55,92,767,13.9,41,1,8,0,0,0,0,16,124.7,7.8,0.0%
37,2010,Jermichael Finley (FA),21,26,301,14.3,34,0,1,0,0,0,0,5,36.1,7.2,0.0%
13,2009,Jermichael Finley (FA),55,72,676,12.3,62,0,5,0,0,0,1,13,95.6,7.4,0.0%
52,2008,Jermichael Finley (FA),6,0,74,12.3,35,0,1,0,0,0,0,14,13.4,1.0,0.0%
167,2019,Jerome Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
135,2018,Jerome Cunningham (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
89,2015,Jerome Cunningham (FA),8,16,59,7.4,16,0,0,0,0,0,0,9,5.9,0.7,0.0%
70,2013,Jeron Mastrud (FA),6,13,88,14.7,41,1,0,0,0,0,0,16,8.8,0.6,0.0%
126,2012,Jeron Mastrud (FA),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
104,2011,Jeron Mastrud (FA),1,2,8,8.0,8,0,0,0,0,0,0,14,0.8,0.1,0.0%
120,2010,Jeron Mastrud (FA),0,1,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
85,2010,Jerramy Stevens (FA),3,5,43,14.3,22,0,0,0,0,0,0,4,4.3,1.1,0.0%
53,2009,Jerramy Stevens (FA),15,32,130,8.7,17,0,1,0,0,0,0,15,19.0,1.3,0.0%
28,2008,Jerramy Stevens (FA),31,3,336,10.8,31,0,1,0,0,0,0,12,39.6,3.3,0.0%
61,2007,Jerramy Stevens (FA),8,0,78,9.8,23,0,0,0,0,0,0,5,7.8,1.6,0.0%
23,2006,Jerramy Stevens (FA),22,0,231,10.5,26,0,4,0,0,0,0,10,49.1,4.9,0.0%
12,2005,Jerramy Stevens (FA),45,9,554,12.3,35,0,5,0,0,0,0,15,85.4,5.7,0.0%
18,2004,Jerramy Stevens (FA),31,47,349,11.3,32,0,3,0,0,0,0,15,54.9,3.7,0.0%
70,2003,Jerramy Stevens (FA),6,19,72,12.0,26,0,0,0,0,0,0,11,7.2,0.7,0.0%
24,2002,Jerramy Stevens (FA),26,42,252,9.7,29,0,3,0,0,0,0,11,43.2,3.9,0.0%
41,2008,Jerry Porter (FA),10,7,175,17.5,33,0,1,0,0,0,0,7,23.5,3.4,0.0%
15,2007,Jerry Porter (FA),19,0,332,17.5,59,0,3,0,0,0,0,8,51.2,6.4,0.0%
92,2006,Jerry Porter (FA),1,0,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.0%
4,2005,Jerry Porter (FA),76,0,942,12.4,49,0,5,1,-8,0,0,16,123.4,7.7,0.0%
3,2004,Jerry Porter (FA),64,136,998,15.6,52,0,9,1,-4,0,2,16,149.4,9.3,0.0%
22,2003,Jerry Porter (FA),28,57,361,12.9,35,0,1,1,10,0,1,9,41.1,4.6,0.0%
1,2002,Jerry Porter (FA),51,70,688,13.5,36,0,9,4,6,0,0,16,127.4,8.0,0.0%
66,2021,Jesper Horsted (LV),2,3,21,10.5,19,0,2,0,0,0,0,4,14.1,3.5,0.0%
74,2019,Jesper Horsted (LV),8,10,87,10.9,20,1,1,0,0,0,1,6,12.7,2.1,0.0%
69,2021,Jesse James (CLE),7,8,62,8.9,19,0,1,0,0,0,0,5,12.2,2.4,0.0%
57,2020,Jesse James (CLE),14,22,129,9.2,31,3,2,0,0,0,0,16,24.9,1.6,0.0%
69,2019,Jesse James (CLE),16,27,142,8.9,23,1,0,0,0,0,0,16,14.2,0.9,0.0%
21,2018,Jesse James (CLE),30,39,423,14.1,51,15,2,0,0,0,0,16,54.3,3.4,0.0%
26,2017,Jesse James (CLE),43,63,372,8.7,32,1,3,0,0,0,0,16,55.2,3.5,0.0%
30,2016,Jesse James (CLE),39,60,338,8.7,24,2,3,0,0,0,0,16,51.8,3.2,0.0%
67,2015,Jesse James (CLE),8,11,56,7.0,20,1,1,0,0,0,0,8,13.6,1.7,0.0%
110,2017,Jim Dray (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
121,2016,Jim Dray (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
87,2015,Jim Dray (FA),6,16,61,10.2,18,0,0,0,0,0,0,16,6.1,0.4,0.0%
47,2014,Jim Dray (FA),17,27,242,14.2,31,5,1,0,0,0,0,16,30.2,1.9,0.0%
48,2013,Jim Dray (FA),26,32,215,8.3,18,0,2,0,0,0,1,16,31.5,2.0,0.0%
93,2012,Jim Dray (FA),2,2,15,7.5,12,0,0,0,0,0,0,13,1.5,0.1,0.0%
94,2011,Jim Dray (FA),2,5,25,12.5,20,0,0,0,0,0,0,10,2.5,0.3,0.0%
82,2010,Jim Dray (FA),3,9,47,15.7,24,0,0,0,0,0,0,16,4.7,0.3,0.0%
40,2021,Jimmy Graham (FA),14,23,167,11.9,28,2,3,0,0,0,0,11,36.7,3.3,0.0%
10,2020,Jimmy Graham (FA),50,76,456,9.1,30,5,8,0,0,0,0,16,93.6,5.9,0.0%
22,2019,Jimmy Graham (FA),38,60,447,11.8,48,9,3,0,0,0,0,16,62.7,3.9,0.0%
14,2018,Jimmy Graham (FA),55,89,636,11.6,54,11,2,0,0,0,0,16,75.6,4.7,0.0%
4,2017,Jimmy Graham (FA),57,96,520,9.1,33,8,10,0,0,0,0,16,114.0,7.1,0.0%
4,2016,Jimmy Graham (FA),65,95,923,14.2,42,10,6,1,0,0,2,16,124.3,7.8,0.0%
17,2015,Jimmy Graham (FA),48,74,605,12.6,45,11,2,0,0,0,0,11,72.5,6.6,0.0%
3,2014,Jimmy Graham (FA),85,124,889,10.5,29,8,10,0,0,0,2,16,144.9,9.1,0.0%
1,2013,Jimmy Graham (FA),86,143,"1,215",14.1,56,19,16,0,0,0,0,16,217.5,13.6,0.0%
1,2012,Jimmy Graham (FA),85,135,982,11.6,46,12,9,0,0,0,0,15,152.2,10.1,0.0%
3,2011,Jimmy Graham (FA),99,149,"1,310",13.2,59,0,11,0,0,0,1,16,195.0,12.2,0.0%
24,2010,Jimmy Graham (FA),31,44,356,11.5,52,0,5,1,3,0,0,15,65.9,4.4,0.0%
109,2011,Jimmy Kleinsasser (FA),1,6,4,4.0,4,0,0,0,0,0,0,8,0.4,0.1,0.0%
59,2010,Jimmy Kleinsasser (FA),17,21,148,8.7,20,0,0,0,0,0,0,15,14.8,1.0,0.0%
73,2009,Jimmy Kleinsasser (FA),10,16,70,7.0,21,0,0,0,0,0,0,12,7.0,0.6,0.0%
67,2008,Jimmy Kleinsasser (FA),4,0,65,16.3,34,0,0,0,0,0,0,7,6.5,0.9,0.0%
90,2007,Jimmy Kleinsasser (FA),1,2,4,4.0,4,0,0,0,0,0,0,3,0.4,0.1,0.0%
81,2006,Jimmy Kleinsasser (FA),7,0,47,6.7,14,0,0,0,0,0,0,7,4.7,0.7,0.0%
50,2005,Jimmy Kleinsasser (FA),22,0,171,7.8,15,0,0,0,0,0,0,13,17.1,1.3,0.0%
93,2004,Jimmy Kleinsasser (FA),2,3,24,12.0,18,0,0,0,0,0,0,1,2.4,2.4,0.0%
10,2003,Jimmy Kleinsasser (FA),46,59,401,8.7,19,0,4,2,15,0,0,16,65.6,4.1,0.0%
21,2002,Jimmy Kleinsasser (FA),37,50,393,10.6,39,0,1,6,17,0,0,14,47.0,3.4,0.0%
180,2021,JJ Howland (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
123,2021,Jody Fortson (KC),5,5,47,9.4,27,1,2,0,0,0,0,4,0.0,0.0,0.3%
83,2003,Joe Dean Davenport (FA),3,8,23,7.7,9,0,0,0,0,0,0,5,2.3,0.5,0.0%
71,2002,Joe Dean Davenport (FA),8,15,70,8.8,22,0,0,0,0,0,0,9,7.0,0.8,0.0%
92,2009,Joe Klopfenstein (FA),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
55,2008,Joe Klopfenstein (FA),10,1,115,11.5,29,0,0,0,0,0,0,8,11.5,1.4,0.0%
40,2006,Joe Klopfenstein (FA),20,0,226,11.3,28,0,1,0,0,0,0,13,28.6,2.2,0.0%
65,2007,Joe Kowalewski (FA),2,0,2,1.0,1,0,1,0,0,0,0,2,6.2,3.1,0.0%
66,2013,Joel Dreessen (FA),7,9,47,6.7,14,0,1,0,0,0,0,13,10.7,0.8,0.0%
27,2012,Joel Dreessen (FA),41,58,356,8.7,30,4,5,0,0,0,0,16,65.6,4.1,0.0%
25,2011,Joel Dreessen (FA),28,39,353,12.6,56,0,6,0,0,0,0,16,71.3,4.5,0.0%
20,2010,Joel Dreessen (FA),36,55,518,14.4,43,0,4,0,0,0,1,16,73.8,4.6,0.0%
34,2009,Joel Dreessen (FA),26,39,320,12.3,25,0,1,0,0,0,0,16,38.0,2.4,0.0%
63,2008,Joel Dreessen (FA),11,5,77,7.0,13,0,0,0,0,0,0,16,7.7,0.5,0.0%
45,2007,Joel Dreessen (FA),4,1,55,13.8,28,0,2,0,0,0,0,13,17.5,1.3,0.0%
77,2005,Joel Dreessen (FA),5,0,41,8.2,17,0,0,0,0,0,0,12,4.1,0.3,0.0%
213,2021,Joey Haynos (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
102,2002,John Allred (FA),0,1,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
50,2021,John Bates (WAS),20,25,249,12.5,32,5,1,0,0,0,0,13,30.9,2.4,0.2%
127,2011,John Beck (FA),0,0,0,0.0,0,0,0,10,43,2,1,4,0.0,0.0,0.0%
90,2006,John Bronson (FA),1,0,25,25.0,25,0,0,0,0,0,0,1,2.5,2.5,0.0%
104,2005,John Bronson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
31,2014,John Carlson (FA),33,55,350,10.6,32,4,1,0,0,0,0,16,43.0,2.7,0.0%
43,2013,John Carlson (FA),32,47,344,10.8,30,5,1,0,0,0,1,13,38.4,3.0,0.0%
86,2012,John Carlson (FA),8,14,43,5.4,14,0,0,0,0,0,0,14,4.3,0.3,0.0%
35,2010,John Carlson (FA),31,58,318,10.3,37,0,1,0,0,0,0,15,37.8,2.5,0.0%
11,2009,John Carlson (FA),51,83,574,11.3,42,0,7,0,0,0,0,16,99.4,6.2,0.0%
6,2008,John Carlson (FA),55,5,627,11.4,33,0,5,0,0,0,0,16,92.7,5.8,0.0%
27,2002,John Davis (FA),20,33,193,9.7,37,0,3,0,0,0,0,10,37.3,3.7,0.0%
152,2021,John FitzPatrick (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
73,2011,John Gilmore (FA),3,6,20,6.7,9,0,1,0,0,0,0,7,8.0,1.1,0.0%
52,2010,John Gilmore (FA),13,18,160,12.3,30,0,1,0,0,0,0,9,22.0,2.4,0.0%
87,2009,John Gilmore (FA),3,7,23,7.7,9,0,0,0,0,0,0,7,2.3,0.3,0.0%
58,2008,John Gilmore (FA),11,5,94,8.5,16,0,0,0,0,0,0,7,9.4,1.3,0.0%
89,2007,John Gilmore (FA),1,0,7,7.0,7,0,0,0,0,0,0,5,0.7,0.1,0.0%
57,2006,John Gilmore (FA),6,0,38,6.3,18,0,2,0,0,0,0,6,15.8,2.6,0.0%
69,2005,John Gilmore (FA),1,0,1,1.0,1,0,1,0,0,0,0,7,6.1,0.9,0.0%
101,2004,John Gilmore (FA),1,1,11,11.0,11,0,0,0,0,0,0,9,1.1,0.1,0.0%
104,2003,John Gilmore (FA),0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
56,2002,John Gilmore (FA),10,14,130,13.0,30,0,0,0,0,0,0,5,13.0,2.6,0.0%
99,2003,John Jones (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
60,2002,John Jones (FA),6,11,47,7.8,18,0,1,0,0,0,0,10,10.7,1.1,0.0%
122,2021,John Lovett (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
123,2020,John Lovett (MIA),0,0,0,0.0,0,0,0,3,6,0,0,8,0.0,0.0,0.0%
62,2007,John Madsen (FA),5,0,71,14.2,39,0,0,0,0,0,0,2,7.1,3.6,0.0%
48,2006,John Madsen (FA),11,0,146,13.3,57,0,1,0,0,0,0,9,20.6,2.3,0.0%
90,2009,John Owens (FA),3,6,16,5.3,8,0,0,0,0,0,0,6,1.6,0.3,0.0%
54,2008,John Owens (FA),8,0,56,7.0,19,0,1,0,0,0,0,7,11.6,1.7,0.0%
91,2007,John Owens (FA),1,1,4,4.0,4,0,0,0,0,0,0,3,0.4,0.1,0.0%
83,2006,John Owens (FA),4,0,44,11.0,25,0,0,0,0,0,0,3,4.4,1.5,0.0%
112,2004,John Owens (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
105,2003,John Owens (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
76,2002,John Owens (FA),5,15,49,9.8,13,0,0,0,0,0,0,10,4.9,0.5,0.0%
36,2009,John Paul Foschi (FA),27,37,260,9.6,27,0,2,0,0,0,1,15,36.0,2.4,0.0%
79,2005,John Paul Foschi (FA),6,0,37,6.2,11,0,0,0,0,0,0,4,3.7,0.9,0.0%
101,2018,John Phillips (FA),3,3,38,12.7,24,1,0,0,0,0,0,8,3.8,0.5,0.0%
115,2017,John Phillips (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
69,2016,John Phillips (FA),10,15,72,7.2,16,0,1,0,0,0,0,16,13.2,0.8,0.0%
73,2015,John Phillips (FA),10,11,69,6.9,15,0,1,0,0,0,0,16,12.9,0.8,0.0%
87,2014,John Phillips (FA),1,1,1,1.0,1,0,1,0,0,0,0,16,6.1,0.4,0.0%
99,2013,John Phillips (FA),4,6,30,7.5,13,0,0,0,0,0,0,15,3.0,0.2,0.0%
61,2012,John Phillips (FA),8,10,55,6.9,19,0,1,0,0,0,0,16,11.5,0.7,0.0%
51,2011,John Phillips (FA),15,18,101,6.7,12,0,1,0,0,0,0,16,16.1,1.0,0.0%
76,2009,John Phillips (FA),7,9,62,8.9,23,0,0,0,0,0,0,16,6.2,0.4,0.0%
109,2021,Johnny Mundt (MIN),1,1,9,9.0,9,0,0,0,0,0,0,3,0.9,0.3,0.0%
86,2020,Johnny Mundt (MIN),4,4,53,13.3,34,2,0,0,0,0,0,16,5.3,0.3,0.0%
100,2019,Johnny Mundt (MIN),4,7,26,6.5,9,0,0,0,0,0,0,14,2.6,0.2,0.0%
116,2018,Johnny Mundt (MIN),1,1,5,5.0,5,0,0,0,0,0,0,10,0.5,0.1,0.0%
116,2017,Johnny Mundt (MIN),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
66,2010,Jonathan Stupar (FA),12,13,111,9.3,35,0,0,0,0,0,0,9,11.1,1.2,0.0%
80,2009,Jonathan Stupar (FA),6,11,40,6.7,17,0,0,0,0,0,0,9,4.0,0.4,0.0%
33,2021,Jonnu Smith (NE),28,45,294,10.5,28,5,1,9,40,0,0,16,39.4,2.5,1.0%
9,2020,Jonnu Smith (NE),41,65,448,10.9,63,8,8,2,4,1,0,15,99.2,6.6,1.0%
17,2019,Jonnu Smith (NE),35,44,439,12.5,57,14,3,4,78,0,0,16,69.7,4.4,1.0%
31,2018,Jonnu Smith (NE),20,30,258,12.9,61,6,3,0,0,0,0,13,43.8,3.4,1.0%
47,2017,Jonnu Smith (NE),18,30,157,8.7,32,2,2,0,0,0,0,16,27.7,1.7,1.0%
63,2021,Jordan Akins (HOU),24,33,214,8.9,31,2,0,1,3,0,2,12,17.7,1.5,0.0%
30,2020,Jordan Akins (HOU),37,49,403,10.9,26,7,1,1,4,0,0,13,46.7,3.6,0.0%
26,2019,Jordan Akins (HOU),36,55,418,11.6,53,7,2,0,0,0,0,16,53.8,3.4,0.0%
56,2018,Jordan Akins (HOU),17,25,225,13.2,28,3,0,0,0,0,0,16,22.5,1.4,0.0%
72,2016,Jordan Cameron (FA),8,11,60,7.5,13,0,1,0,0,0,0,3,12.0,4.0,0.1%
29,2015,Jordan Cameron (FA),35,70,386,11.0,29,4,3,0,0,0,0,16,56.6,3.5,0.1%
24,2014,Jordan Cameron (FA),24,48,424,17.7,81,8,2,0,0,0,0,10,54.4,5.4,0.1%
5,2013,Jordan Cameron (FA),80,118,917,11.5,53,11,7,0,0,0,0,15,133.7,8.9,0.1%
47,2012,Jordan Cameron (FA),20,40,226,11.3,28,4,1,0,0,0,0,14,28.6,2.0,0.1%
88,2011,Jordan Cameron (FA),6,13,33,5.5,15,0,0,0,0,0,0,8,3.3,0.4,0.1%
118,2021,Jordan Franks (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
159,2019,Jordan Franks (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
102,2018,Jordan Franks (KC),2,3,37,18.5,32,2,0,0,0,0,0,6,3.7,0.6,0.0%
64,2018,Jordan Leggett (FA),14,25,114,8.1,16,0,1,0,0,0,0,15,17.4,1.2,0.0%
205,2021,Jordan Matthews (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
142,2020,Jordan Matthews (SF),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
131,2019,Jordan Matthews (SF),4,12,33,8.3,10,0,0,0,0,0,0,3,0.0,0.0,0.0%
121,2018,Jordan Matthews (SF),20,28,300,15.0,56,8,2,0,0,0,0,14,0.0,0.0,0.0%
111,2017,Jordan Matthews (SF),25,36,282,11.3,47,3,1,0,0,0,1,10,0.0,0.0,0.0%
117,2016,Jordan Matthews (SF),73,117,804,11.0,54,13,3,0,0,0,0,14,0.0,0.0,0.0%
118,2015,Jordan Matthews (SF),85,128,997,11.7,78,14,8,0,0,0,1,16,0.0,0.0,0.0%
111,2014,Jordan Matthews (SF),67,103,872,13.0,44,16,8,0,0,0,0,16,0.0,0.0,0.0%
28,2020,Jordan Reed (FA),26,46,231,8.9,26,1,4,0,0,0,0,10,47.1,4.7,19.0%
133,2019,Jordan Reed (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%
17,2018,Jordan Reed (FA),54,84,558,10.3,34,8,2,0,0,0,1,13,65.8,5.1,19.0%
43,2017,Jordan Reed (FA),27,35,211,7.8,20,1,2,0,0,0,0,6,33.1,5.5,19.0%
9,2016,Jordan Reed (FA),66,89,686,10.4,33,9,6,0,0,0,1,12,102.6,8.6,19.0%
3,2015,Jordan Reed (FA),87,114,952,10.9,32,14,11,0,0,0,2,14,157.2,11.2,19.0%
30,2014,Jordan Reed (FA),50,65,465,9.3,30,4,0,0,0,0,1,11,44.5,4.0,19.0%
21,2013,Jordan Reed (FA),45,60,499,11.1,38,3,3,1,18,0,0,9,69.7,7.7,19.0%
85,2020,Jordan Thomas (FA),1,2,3,3.0,3,0,1,0,0,0,0,6,6.3,1.1,0.0%
111,2019,Jordan Thomas (FA),1,3,8,8.0,8,0,0,0,0,0,0,6,0.8,0.1,0.0%
28,2018,Jordan Thomas (FA),20,27,215,10.8,39,3,4,0,0,0,0,16,45.5,2.8,0.0%
118,2014,Jordan Thompson (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
61,2014,Joseph Fauria (FA),6,12,74,12.3,26,2,1,0,0,0,0,7,15.4,2.2,0.0%
23,2013,Joseph Fauria (FA),18,30,207,11.5,25,3,7,0,0,0,0,16,64.7,4.0,0.0%
189,2021,Josh Babicz (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
69,2011,Josh Baker (FA),3,4,27,9.0,17,0,1,0,0,0,0,8,8.7,1.1,0.0%
76,2020,Josh Hill (FA),8,10,46,5.8,16,0,1,0,0,0,0,14,10.6,0.8,0.0%
40,2019,Josh Hill (FA),25,35,226,9.0,29,4,3,0,0,0,0,16,40.6,2.5,0.0%
53,2018,Josh Hill (FA),16,24,185,11.6,23,4,1,0,0,0,0,16,24.5,1.5,0.0%
68,2017,Josh Hill (FA),16,22,125,7.8,22,1,1,1,-8,0,2,16,13.7,0.9,0.0%
53,2016,Josh Hill (FA),15,22,149,9.9,35,3,1,0,0,0,0,9,20.9,2.3,0.0%
48,2015,Josh Hill (FA),16,30,120,7.5,19,0,2,0,0,0,0,16,24.0,1.5,0.0%
27,2014,Josh Hill (FA),14,20,176,12.6,37,2,5,0,0,0,0,16,47.6,3.0,0.0%
67,2013,Josh Hill (FA),6,10,44,7.3,9,0,1,1,-8,0,0,14,9.6,0.7,0.0%
107,2012,Josh Hill (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
62,2003,Josh Norman (FA),6,12,72,12.0,21,0,1,0,0,0,0,5,13.2,2.6,0.0%
38,2002,Josh Norman (FA),16,25,201,12.6,29,0,1,0,0,0,0,9,26.1,2.9,0.0%
84,2021,Josh Oliver (BAL),9,15,66,7.3,19,0,0,0,0,0,0,11,6.6,0.6,0.0%
103,2019,Josh Oliver (BAL),3,6,15,5.0,6,0,0,0,0,0,0,4,1.5,0.4,0.0%
68,2019,Joshua Perkins (FA),9,13,87,9.7,24,1,1,0,0,0,0,5,14.7,2.9,0.0%
88,2018,Joshua Perkins (FA),5,11,67,13.4,30,2,0,0,0,0,0,9,6.7,0.7,0.0%
75,2016,Joshua Perkins (FA),3,5,42,14.0,26,1,1,0,0,0,0,8,10.2,1.3,0.0%
41,2021,Josiah Deguara (GB),25,33,245,9.8,62,6,2,0,0,0,0,14,36.5,2.6,0.1%
106,2020,Josiah Deguara (GB),1,2,12,12.0,12,0,0,0,0,0,0,2,1.2,0.6,0.1%
25,2017,Julius Thomas (FA),41,62,388,9.5,27,4,3,0,0,0,0,14,56.8,4.1,0.0%
29,2016,Julius Thomas (FA),30,51,281,9.4,24,3,4,0,0,0,0,9,52.1,5.8,0.0%
15,2015,Julius Thomas (FA),46,80,455,9.9,34,5,5,0,0,0,0,12,75.5,6.3,0.0%
7,2014,Julius Thomas (FA),43,62,489,11.4,35,7,12,0,0,0,0,13,120.9,9.3,0.0%
3,2013,Julius Thomas (FA),65,90,788,12.1,74,10,12,0,0,0,0,14,150.8,10.8,0.0%
130,2012,Julius Thomas (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
108,2011,Julius Thomas (FA),1,7,5,5.0,5,0,0,0,0,0,0,5,0.5,0.1,0.0%
112,2015,Justice Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
109,2013,Justice Cunningham (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%
97,2011,Justin Peelle (FA),1,4,19,19.0,19,0,0,0,0,0,0,5,1.9,0.4,0.0%
57,2010,Justin Peelle (FA),10,15,96,9.6,15,0,1,0,0,0,0,9,15.6,1.7,0.0%
48,2009,Justin Peelle (FA),12,15,115,9.6,32,0,2,0,0,0,0,11,23.5,2.1,0.0%
37,2008,Justin Peelle (FA),13,0,139,10.7,18,0,2,0,0,0,0,9,25.9,2.9,0.0%
26,2007,Justin Peelle (FA),17,0,149,8.8,35,0,2,0,0,0,0,7,26.9,3.8,0.0%
52,2006,Justin Peelle (FA),16,0,116,7.3,25,0,1,0,0,0,0,13,17.6,1.4,0.0%
60,2005,Justin Peelle (FA),11,0,38,3.5,11,0,1,0,0,0,0,10,9.8,1.0,0.0%
52,2004,Justin Peelle (FA),10,20,84,8.4,17,0,2,0,0,0,1,12,18.4,1.5,0.0%
46,2003,Justin Peelle (FA),16,25,133,8.3,24,0,1,0,0,0,0,10,19.3,1.9,0.0%
82,2002,Justin Peelle (FA),3,7,15,5.0,10,0,0,0,0,0,0,9,1.5,0.2,0.0%
92,2016,Justin Perillo (FA),4,5,35,8.8,13,0,0,0,0,0,0,9,3.5,0.4,0.0%
64,2015,Justin Perillo (FA),11,13,102,9.3,24,2,1,0,0,0,0,9,16.2,1.8,0.0%
119,2014,Justin Perillo (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
175,2021,Justin Rigg (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
212,2021,Justin Snow (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
72,2002,Justin Swift (FA),10,15,63,6.3,11,0,0,0,0,0,0,9,6.3,0.7,0.0%
32,2021,Juwan Johnson (NO),13,22,159,12.2,27,3,4,0,0,0,0,13,39.9,3.1,0.0%
94,2020,Juwan Johnson (NO),4,10,39,9.8,19,0,0,0,0,0,0,7,3.9,0.6,0.0%
98,2021,Kaden Smith (FA),3,3,33,11.0,21,1,0,0,0,0,0,4,3.3,0.8,0.0%
73,2020,Kaden Smith (FA),18,21,112,6.2,16,0,0,0,0,0,0,15,11.2,0.7,0.0%
37,2019,Kaden Smith (FA),31,42,268,8.6,32,4,3,0,0,0,0,9,44.8,5.0,0.0%
97,2020,Kahale Warring (FA),3,7,35,11.7,23,1,0,0,0,0,0,7,3.5,0.5,0.0%
108,2014,Keavon Milton (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
118,2013,Keavon Milton (FA),0,0,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
98,2007,Keith Heinrich (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
104,2004,Keith Heinrich (FA),1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
49,2003,Keith Heinrich (FA),8,9,64,8.0,17,0,2,0,0,0,0,4,18.4,4.6,0.0%
107,2002,Keith Heinrich (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
214,2021,Keith Zinger (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
122,2016,Kellen Davis (FA),0,1,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.2%
83,2015,Kellen Davis (FA),3,11,18,6.0,9,0,1,0,0,0,0,16,7.8,0.5,0.2%
129,2014,Kellen Davis (FA),0,3,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.2%
68,2013,Kellen Davis (FA),3,4,32,10.7,23,1,1,0,0,0,0,15,9.2,0.6,0.2%
44,2012,Kellen Davis (FA),19,44,229,12.1,25,3,2,0,0,0,1,16,32.9,2.1,0.2%
32,2011,Kellen Davis (FA),18,35,206,11.4,32,0,5,0,0,0,0,16,50.6,3.2,0.2%
73,2010,Kellen Davis (FA),1,2,19,19.0,19,0,1,0,0,0,0,16,7.9,0.5,0.2%
46,2009,Kellen Davis (FA),9,14,75,8.3,18,0,3,0,0,0,0,16,25.5,1.6,0.2%
